DATE,AWAY,,HOME
30/11/1957,CHI1,vs,MTL6
1/12/1957,MTL4,vs,BOS1
4/12/1957,MTL0,vs,TOR0
5/12/1957,TOR3,vs,MTL4
7/12/1957,DET2,vs,MTL1
8/12/1957,MTL3,vs,DET1
12/12/1957,NYR2,vs,MTL3
14/12/1957,BOS1,vs,MTL1
15/12/1957,MTL2,vs,CHI0
18/12/1957,MTL4,vs,NYR5
21/12/1957,NYR4,vs,MTL2
22/12/1957,MTL4,vs,BOS1
25/12/1957,MTL4,vs,TOR5
28/12/1957,DET0,vs,MTL6
29/12/1957,MTL4,vs,NYR3
01/01/1958,MTL4,vs,BOS3
02/01/1958,TOR2,vs,MTL5
04/01/1958,DET1,vs,MTL2
05/01/1958,MTL4,vs,NYR0
09/01/1958,CHI3,vs,MTL11
11/01/1958,NYR3,vs,MTL9
12/01/1958,MTL1,vs,CHI7
16/01/1958,TOR2,vs,MTL5
18/01/1958,BOS3,vs,MTL0
19/01/1958,MTL6,vs,BOS2
22/01/1958,MTL2,vs,TOR0
25/01/1958,CHI1,vs,MTL2
26/01/1958,MTL2,vs,DET4
30/01/1958,DET0,vs,MTL7
01/02/1958,BOS1,vs,MTL3
02/02/1958,MTL3,vs,CHI1
06/02/1958,MTL1,vs,DET1
08/02/1958,CHI3,vs,MTL2
09/02/1958,MTL3,vs,NYR1
12/02/1958,MTL5,vs,TOR2
15/02/1958,MTL2,vs,BOS2
16/02/1958,MTL0,vs,CHI4
20/02/1958,BOS0,vs,MTL4
22/02/1958,NYR2,vs,MTL2
23/02/1958,MTL3,vs,DET3
27/02/1958,TOR1,vs,MTL4
01/03/1958,DET2,vs,MTL2
08/03/1958,NYR3,vs,MTL2
09/03/1958,MTL4,vs,CHI1
12/03/1958,MTL5,vs,TOR3
13/03/1958,MTL3,vs,BOS7
15/03/1958,CHI1,vs,MTL4
16/03/1958,MTL3,vs,NYR2
20/03/1958,TOR4,vs,MTL7
22/03/1958,BOS8,vs,MTL5
23/03/1958,MTL2,vs,DET4
9/10/1958,BOS2,vs,MTL3
11/10/1958,DET0,vs,MTL2
12/10/1958,MTL2,vs,BOS4
16/10/1958,TOR3,vs,MTL4
18/10/1958,NYR2,vs,MTL2
19/10/1958,MTL5,vs,NYR3
23/10/1958,CHI1,vs,MTL9
25/10/1958,BOS5,vs,MTL2
26/10/1958,MTL5,vs,DET3
28/10/1958,MTL5,vs,CHI5
29/10/1958,MTL5,vs,TOR0
1/11/1958,CHI4,vs,MTL2
8/11/1958,NYR6,vs,MTL5
12/11/1958,MTL4,vs,TOR1
15/11/1958,MTL3,vs,CHI1
16/11/1958,MTL1,vs,NYR2
20/11/1958,DET4,vs,MTL4
22/11/1958,CHI1,vs,MTL5
23/11/1958,MTL0,vs,BOS2
26/11/1958,MTL3,vs,NYR5
27/11/1958,MTL2,vs,CHI1
29/11/1958,DET2,vs,MTL6
30/11/1958,MTL7,vs,DET0
4/12/1958,TOR2,vs,MTL2
6/12/1958,NYR0,vs,MTL6
7/12/1958,MTL4,vs,BOS1
13/12/1958,DET2,vs,MTL2
14/12/1958,MTL6,vs,DET1
18/12/1958,TOR1,vs,MTL4
20/12/1958,CHI1,vs,MTL4
21/12/1958,MTL5,vs,BOS0
25/12/1958,NYR1,vs,MTL4
27/12/1958,BOS1,vs,MTL6
28/12/1958,MTL3,vs,NYR5
31/12/1958,MTL0,vs,TOR2
01/01/1959,MTL2,vs,CHI2
03/01/1959,NYR1,vs,MTL5
04/01/1959,MTL2,vs,DET2
08/01/1959,TOR0,vs,MTL3
10/01/1959,CHI0,vs,MTL1
11/01/1959,MTL3,vs,BOS3
17/01/1959,BOS3,vs,MTL3
18/01/1959,MTL1,vs,CHI1
21/01/1959,MTL1,vs,TOR3
24/01/1959,NYR1,vs,MTL3
25/01/1959,MTL7,vs,DET3
29/01/1959,DET4,vs,MTL1
31/01/1959,CHI3,vs,MTL3
01/02/1959,MTL3,vs,CHI3
05/02/1959,TOR6,vs,MTL3
07/02/1959,BOS3,vs,MTL2
08/02/1959,MTL3,vs,DET1
11/02/1959,MTL5,vs,TOR2
14/02/1959,MTL2,vs,BOS1
15/02/1959,MTL5,vs,NYR1
19/02/1959,DET0,vs,MTL7
21/02/1959,BOS0,vs,MTL6
22/02/1959,MTL1,vs,NYR5
25/02/1959,MTL2,vs,TOR3
28/02/1959,NYR1,vs,MTL6
05/03/1959,TOR1,vs,MTL2
07/03/1959,DET2,vs,MTL10
08/03/1959,MTL2,vs,CHI1
10/03/1959,MTL5,vs,DET5
11/03/1959,MTL6,vs,TOR2
14/03/1959,CHI4,vs,MTL8
15/03/1959,MTL3,vs,BOS5
19/03/1959,TOR6,vs,MTL3
21/03/1959,BOS4,vs,MTL3
22/03/1959,MTL4,vs,NYR2
8/10/1959,BOS1,vs,MTL4
10/10/1959,DET1,vs,MTL1
11/10/1959,MTL4,vs,BOS8
15/10/1959,TOR2,vs,MTL4
17/10/1959,NYR4,vs,MTL2
18/10/1959,MTL6,vs,NYR5
22/10/1959,CHI1,vs,MTL4
24/10/1959,BOS1,vs,MTL5
25/10/1959,MTL2,vs,DET1
27/10/1959,MTL2,vs,CHI1
28/10/1959,MTL1,vs,TOR1
31/10/1959,DET2,vs,MTL2
1/11/1959,MTL3,vs,NYR1
5/11/1959,NYR2,vs,MTL8
7/11/1959,CHI2,vs,MTL2
12/11/1959,TOR0,vs,MTL3
14/11/1959,BOS1,vs,MTL8
15/11/1959,MTL4,vs,BOS1
21/11/1959,MTL4,vs,TOR1
22/11/1959,MTL3,vs,CHI1
26/11/1959,MTL4,vs,DET2
28/11/1959,DET0,vs,MTL1
29/11/1959,MTL4,vs,BOS2
2/12/1959,MTL0,vs,TOR1
3/12/1959,NYR7,vs,MTL4
5/12/1959,CHI2,vs,MTL2
6/12/1959,MTL4,vs,DET4
12/12/1959,DET3,vs,MTL2
13/12/1959,MTL4,vs,CHI4
17/12/1959,TOR2,vs,MTL8
19/12/1959,NYR3,vs,MTL5
20/12/1959,MTL5,vs,NYR6
26/12/1959,CHI2,vs,MTL9
27/12/1959,MTL3,vs,DET1
30/12/1959,MTL3,vs,TOR2
02/01/1960,BOS5,vs,MTL6
03/01/1960,MTL3,vs,NYR8
09/01/1960,CHI1,vs,MTL2
10/01/1960,MTL0,vs,CHI3
14/01/1960,TOR1,vs,MTL3
16/01/1960,BOS2,vs,MTL8
17/01/1960,MTL3,vs,BOS1
21/01/1960,NYR2,vs,MTL11
23/01/1960,DET2,vs,MTL4
24/01/1960,MTL3,vs,CHI2
27/01/1960,MTL2,vs,NYR2
28/01/1960,MTL4,vs,DET2
30/01/1960,CHI2,vs,MTL2
31/01/1960,MTL5,vs,BOS6
04/02/1960,TOR2,vs,MTL4
06/02/1960,BOS3,vs,MTL5
07/02/1960,MTL1,vs,NYR4
10/02/1960,MTL4,vs,TOR2
13/02/1960,MTL6,vs,BOS7
14/02/1960,MTL0,vs,CHI2
18/02/1960,DET3,vs,MTL3
20/02/1960,NYR3,vs,MTL3
21/02/1960,MTL6,vs,DET3
24/02/1960,MTL1,vs,TOR3
27/02/1960,NYR2,vs,MTL3
03/03/1960,TOR1,vs,MTL5
05/03/1960,DET2,vs,MTL2
06/03/1960,MTL2,vs,CHI4
08/03/1960,MTL0,vs,DET3
09/03/1960,MTL9,vs,TOR4
12/03/1960,CHI0,vs,MTL5
13/03/1960,MTL2,vs,BOS3
17/03/1960,TOR6,vs,MTL2
19/03/1960,BOS1,vs,MTL5
20/03/1960,MTL1,vs,NYR3
6/10/1960,TOR0,vs,MTL5
8/10/1960,BOS1,vs,MTL1
9/10/1960,MTL4,vs,BOS4
11/10/1960,MTL3,vs,NYR2
13/10/1960,DET3,vs,MTL4
15/10/1960,NYR4,vs,MTL8
16/10/1960,MTL4,vs,DET6
19/10/1960,MTL1,vs,TOR3
22/10/1960,CHI4,vs,MTL2
23/10/1960,MTL4,vs,NYR2
25/10/1960,MTL4,vs,CHI8
29/10/1960,BOS2,vs,MTL3
30/10/1960,MTL3,vs,BOS5
3/11/1960,TOR1,vs,MTL3
5/11/1960,CHI4,vs,MTL4
10/11/1960,NYR7,vs,MTL9
12/11/1960,DET2,vs,MTL4
13/11/1960,MTL2,vs,NYR1
19/11/1960,MTL3,vs,TOR6
20/11/1960,MTL1,vs,CHI1
24/11/1960,MTL1,vs,DET3
26/11/1960,CHI2,vs,MTL4
27/11/1960,MTL3,vs,BOS0
1/12/1960,TOR3,vs,MTL6
3/12/1960,BOS1,vs,MTL3
4/12/1960,MTL7,vs,CHI5
7/12/1960,MTL6,vs,TOR2
10/12/1960,DET4,vs,MTL6
11/12/1960,MTL5,vs,DET1
15/12/1960,TOR4,vs,MTL2
17/12/1960,NYR0,vs,MTL2
18/12/1960,MTL4,vs,BOS2
24/12/1960,CHI1,vs,MTL3
25/12/1960,MTL1,vs,NYR4
28/12/1960,MTL4,vs,TOR1
29/12/1960,DET1,vs,MTL1
31/12/1960,BOS1,vs,MTL3
01/01/1961,MTL2,vs,BOS3
07/01/1961,NYR3,vs,MTL6
08/01/1961,MTL2,vs,NYR4
12/01/1961,TOR2,vs,MTL6
14/01/1961,BOS0,vs,MTL4
15/01/1961,MTL4,vs,DET4
18/01/1961,MTL4,vs,CHI0
21/01/1961,DET3,vs,MTL2
25/01/1961,MTL3,vs,TOR5
28/01/1961,DET3,vs,MTL3
29/01/1961,MTL1,vs,CHI1
02/02/1961,NYR5,vs,MTL7
04/02/1961,CHI4,vs,MTL1
05/02/1961,MTL2,vs,DET7
09/02/1961,MTL5,vs,BOS1
11/02/1961,MTL3,vs,NYR3
12/02/1961,MTL1,vs,CHI3
15/02/1961,MTL3,vs,TOR1
16/02/1961,BOS1,vs,MTL9
18/02/1961,NYR4,vs,MTL7
19/02/1961,MTL4,vs,DET2
23/02/1961,TOR4,vs,MTL2
25/02/1961,CHI1,vs,MTL1
26/02/1961,MTL3,vs,NYR1
01/03/1961,MTL1,vs,TOR3
04/03/1961,DET4,vs,MTL6
05/03/1961,MTL2,vs,BOS1
09/03/1961,NYR1,vs,MTL6
11/03/1961,BOS5,vs,MTL7
12/03/1961,MTL6,vs,CHI2
16/03/1961,TOR2,vs,MTL5
18/03/1961,CHI4,vs,MTL1
19/03/1961,MTL2,vs,DET0
14/10/1961,NYR1,vs,MTL3
15/10/1961,MTL5,vs,BOS5
18/10/1961,MTL5,vs,NYR2
21/10/1961,BOS2,vs,MTL6
22/10/1961,MTL3,vs,CHI2
26/10/1961,CHI1,vs,MTL7
28/10/1961,DET5,vs,MTL7
29/10/1961,MTL6,vs,DET3
1/11/1961,MTL2,vs,TOR3
2/11/1961,BOS5,vs,MTL2
4/11/1961,NYR3,vs,MTL3
9/11/1961,TOR2,vs,MTL5
11/11/1961,CHI1,vs,MTL2
12/11/1961,MTL0,vs,DET3
15/11/1961,MTL2,vs,TOR3
16/11/1961,MTL2,vs,BOS3
18/11/1961,MTL4,vs,NYR4
19/11/1961,MTL3,vs,CHI3
23/11/1961,DET3,vs,MTL5
25/11/1961,BOS0,vs,MTL5
26/11/1961,MTL2,vs,NYR2
29/11/1961,MTL2,vs,TOR2
30/11/1961,TOR1,vs,MTL1
2/12/1961,DET2,vs,MTL3
3/12/1961,MTL1,vs,CHI0
7/12/1961,TOR1,vs,MTL4
9/12/1961,NYR2,vs,MTL2
10/12/1961,MTL4,vs,BOS3
16/12/1961,BOS4,vs,MTL8
17/12/1961,MTL1,vs,DET3
21/12/1961,CHI4,vs,MTL3
23/12/1961,DET1,vs,MTL6
25/12/1961,MTL5,vs,BOS2
27/12/1961,MTL3,vs,NYR0
30/12/1961,CHI4,vs,MTL4
01/01/1962,MTL0,vs,CHI2
03/01/1962,MTL1,vs,TOR3
06/01/1962,NYR1,vs,MTL5
07/01/1962,MTL2,vs,DET2
11/01/1962,TOR2,vs,MTL4
13/01/1962,BOS3,vs,MTL5
14/01/1962,MTL4,vs,BOS1
17/01/1962,MTL7,vs,CHI3
20/01/1962,DET2,vs,MTL2
21/01/1962,MTL5,vs,DET3
27/01/1962,NYR1,vs,MTL5
28/01/1962,MTL5,vs,BOS1
01/02/1962,TOR2,vs,MTL5
03/02/1962,DET1,vs,MTL8
04/02/1962,MTL1,vs,NYR2
10/02/1962,MTL4,vs,TOR2
11/02/1962,MTL4,vs,CHI3
15/02/1962,BOS1,vs,MTL9
17/02/1962,CHI2,vs,MTL6
18/02/1962,MTL2,vs,DET4
21/02/1962,MTL4,vs,TOR2
24/02/1962,NYR2,vs,MTL4
25/02/1962,MTL3,vs,NYR3
03/03/1962,DET2,vs,MTL2
04/03/1962,MTL2,vs,CHI5
08/03/1962,TOR1,vs,MTL1
10/03/1962,BOS2,vs,MTL5
11/03/1962,MTL2,vs,NYR1
14/03/1962,MTL2,vs,TOR5
15/03/1962,CHI5,vs,MTL6
17/03/1962,NYR0,vs,MTL2
18/03/1962,MTL2,vs,BOS6
22/03/1962,TOR1,vs,MTL4
24/03/1962,CHI3,vs,MTL5
25/03/1962,MTL5,vs,DET2
11/10/1962,MTL0,vs,BOS5
13/10/1962,NYR3,vs,MTL6
14/10/1962,MTL1,vs,DET3
18/10/1962,TOR2,vs,MTL4
20/10/1962,BOS3,vs,MTL7
21/10/1962,MTL3,vs,NYR3
23/10/1962,MTL4,vs,CHI4
27/10/1962,CHI3,vs,MTL2
31/10/1962,MTL4,vs,TOR3
1/11/1962,TOR3,vs,MTL1
3/11/1962,NYR3,vs,MTL3
8/11/1962,DET1,vs,MTL4
10/11/1962,CHI3,vs,MTL1
11/11/1962,MTL4,vs,BOS2
14/11/1962,MTL2,vs,TOR4
18/11/1962,MTL1,vs,CHI1
22/11/1962,MTL3,vs,DET0
24/11/1962,BOS5,vs,MTL5
25/11/1962,MTL3,vs,NYR1
29/11/1962,TOR4,vs,MTL4
1/12/1962,CHI1,vs,MTL2
2/12/1962,MTL3,vs,BOS0
5/12/1962,MTL1,vs,TOR2
8/12/1962,DET1,vs,MTL2
9/12/1962,MTL1,vs,CHI2
13/12/1962,BOS1,vs,MTL1
15/12/1962,NYR4,vs,MTL2
16/12/1962,MTL5,vs,BOS2
20/12/1962,TOR4,vs,MTL4
22/12/1962,CHI1,vs,MTL1
23/12/1962,MTL2,vs,DET2
25/12/1962,MTL6,vs,CHI0
29/12/1962,DET1,vs,MTL5
30/12/1962,MTL4,vs,NYR4
03/01/1963,BOS1,vs,MTL4
05/01/1963,NYR2,vs,MTL2
06/01/1963,MTL6,vs,NYR0
10/01/1963,DET3,vs,MTL2
12/01/1963,BOS2,vs,MTL7
13/01/1963,MTL2,vs,CHI2
17/01/1963,TOR4,vs,MTL6
19/01/1963,DET1,vs,MTL5
20/01/1963,MTL3,vs,BOS3
23/01/1963,MTL1,vs,TOR5
24/01/1963,MTL1,vs,DET1
26/01/1963,NYR4,vs,MTL2
27/01/1963,MTL3,vs,CHI1
31/01/1963,TOR6,vs,MTL3
02/02/1963,CHI3,vs,MTL3
03/02/1963,MTL6,vs,DET2
06/02/1963,MTL3,vs,NYR6
09/02/1963,MTL3,vs,TOR3
10/02/1963,MTL5,vs,BOS5
14/02/1963,BOS2,vs,MTL1
16/02/1963,CHI2,vs,MTL4
17/02/1963,MTL6,vs,DET1
20/02/1963,MTL1,vs,TOR2
23/02/1963,NYR3,vs,MTL6
02/03/1963,DET7,vs,MTL1
03/03/1963,MTL2,vs,CHI2
05/03/1963,MTL4,vs,DET3
07/03/1963,BOS0,vs,MTL8
09/03/1963,NYR5,vs,MTL2
10/03/1963,MTL5,vs,NYR1
14/03/1963,TOR3,vs,MTL3
16/03/1963,DET3,vs,MTL5
17/03/1963,MTL2,vs,BOS2
20/03/1963,MTL3,vs,TOR3
23/03/1963,CHI4,vs,MTL4
24/03/1963,MTL0,vs,NYR5
8/10/1963,MTL4,vs,BOS4
12/10/1963,NYR2,vs,MTL6
16/10/1963,TOR4,vs,MTL2
19/10/1963,BOS0,vs,MTL2
20/10/1963,MTL3,vs,CHI5
26/10/1963,CHI1,vs,MTL1
27/10/1963,MTL6,vs,DET4
30/10/1963,MTL3,vs,TOR6
2/11/1963,DET1,vs,MTL5
3/11/1963,MTL5,vs,NYR3
7/11/1963,CHI2,vs,MTL2
9/11/1963,NYR2,vs,MTL4
10/11/1963,MTL0,vs,DET3
13/11/1963,TOR2,vs,MTL2
16/11/1963,CHI5,vs,MTL2
17/11/1963,MTL3,vs,BOS2
20/11/1963,MTL3,vs,TOR1
24/11/1963,MTL3,vs,CHI7
28/11/1963,MTL7,vs,DET3
30/11/1963,BOS0,vs,MTL0
1/12/1963,MTL3,vs,BOS1
4/12/1963,MTL0,vs,TOR3
5/12/1963,NYR2,vs,MTL4
7/12/1963,DET2,vs,MTL5
8/12/1963,MTL0,vs,CHI3
12/12/1963,NYR4,vs,MTL6
14/12/1963,BOS1,vs,MTL3
15/12/1963,MTL2,vs,NYR4
18/12/1963,TOR3,vs,MTL7
21/12/1963,CHI2,vs,MTL3
22/12/1963,MTL6,vs,DET1
25/12/1963,MTL1,vs,CHI3
28/12/1963,DET1,vs,MTL1
29/12/1963,MTL6,vs,NYR2
01/01/1964,MTL3,vs,BOS3
04/01/1964,BOS1,vs,MTL5
05/01/1964,MTL3,vs,DET3
08/01/1964,MTL1,vs,TOR6
12/01/1964,MTL2,vs,CHI1
16/01/1964,CHI0,vs,MTL1
18/01/1964,DET2,vs,MTL0
19/01/1964,MTL1,vs,BOS1
22/01/1964,MTL3,vs,TOR0
23/01/1964,NYR2,vs,MTL4
25/01/1964,BOS6,vs,MTL0
26/01/1964,MTL2,vs,CHI2
29/01/1964,TOR1,vs,MTL2
01/02/1964,DET3,vs,MTL9
02/02/1964,MTL2,vs,NYR4
05/02/1964,MTL2,vs,TOR0
08/02/1964,MTL8,vs,NYR2
09/02/1964,MTL4,vs,BOS4
12/02/1964,TOR0,vs,MTL4
15/02/1964,DET4,vs,MTL1
16/02/1964,MTL5,vs,DET2
20/02/1964,BOS2,vs,MTL3
22/02/1964,CHI1,vs,MTL3
23/02/1964,MTL2,vs,DET3
26/02/1964,TOR0,vs,MTL1
29/02/1964,NYR0,vs,MTL4
01/03/1964,MTL3,vs,CHI4
05/03/1964,DET7,vs,MTL5
07/03/1964,NYR3,vs,MTL2
08/03/1964,MTL0,vs,NYR0
11/03/1964,MTL0,vs,TOR1
14/03/1964,CHI3,vs,MTL4
15/03/1964,MTL1,vs,BOS3
18/03/1964,TOR2,vs,MTL2
21/03/1964,BOS1,vs,MTL5
22/03/1964,MTL2,vs,NYR1
13/10/1964,MTL3,vs,NYR0
17/10/1964,NYR2,vs,MTL2
18/10/1964,MTL3,vs,BOS1
21/10/1964,CHI5,vs,MTL5
24/10/1964,DET1,vs,MTL1
28/10/1964,MTL5,vs,TOR2
31/10/1964,BOS2,vs,MTL6
1/11/1964,MTL1,vs,NYR3
5/11/1964,TOR2,vs,MTL2
7/11/1964,CHI3,vs,MTL1
8/11/1964,MTL1,vs,DET2
11/11/1964,MTL4,vs,CHI1
14/11/1964,DET2,vs,MTL4
15/11/1964,MTL2,vs,BOS2
18/11/1964,MTL1,vs,TOR3
22/11/1964,MTL2,vs,CHI6
26/11/1964,MTL1,vs,DET3
28/11/1964,BOS1,vs,MTL2
29/11/1964,MTL5,vs,NYR2
3/12/1964,TOR2,vs,MTL4
5/12/1964,CHI3,vs,MTL5
6/12/1964,MTL1,vs,DET4
9/12/1964,MTL3,vs,TOR2
12/12/1964,NYR1,vs,MTL7
13/12/1964,MTL5,vs,BOS4
17/12/1964,TOR2,vs,MTL2
19/12/1964,CHI6,vs,MTL3
20/12/1964,MTL3,vs,NYR2
23/12/1964,NYR0,vs,MTL2
25/12/1964,MTL2,vs,DET2
26/12/1964,DET3,vs,MTL6
30/12/1964,MTL4,vs,TOR3
02/01/1965,BOS1,vs,MTL3
03/01/1965,MTL2,vs,CHI1
06/01/1965,DET5,vs,MTL4
09/01/1965,NYR6,vs,MTL5
14/01/1965,TOR5,vs,MTL3
16/01/1965,BOS2,vs,MTL3
17/01/1965,MTL4,vs,CHI2
20/01/1965,MTL2,vs,TOR1
23/01/1965,BOS1,vs,MTL5
24/01/1965,MTL0,vs,BOS3
27/01/1965,CHI0,vs,MTL2
30/01/1965,NYR1,vs,MTL5
31/01/1965,MTL0,vs,CHI3
04/02/1965,TOR5,vs,MTL2
06/02/1965,DET3,vs,MTL1
07/02/1965,MTL0,vs,DET6
10/02/1965,MTL2,vs,TOR6
11/02/1965,MTL7,vs,BOS1
13/02/1965,MTL4,vs,BOS5
14/02/1965,MTL2,vs,CHI2
17/02/1965,DET0,vs,MTL2
20/02/1965,BOS2,vs,MTL6
21/02/1965,MTL2,vs,NYR2
24/02/1965,NYR1,vs,MTL6
27/02/1965,CHI3,vs,MTL3
28/02/1965,MTL1,vs,DET5
04/03/1965,TOR2,vs,MTL2
06/03/1965,NYR1,vs,MTL2
07/03/1965,MTL0,vs,CHI7
09/03/1965,MTL2,vs,DET3
13/03/1965,DET2,vs,MTL4
14/03/1965,MTL6,vs,NYR4
18/03/1965,TOR1,vs,MTL4
20/03/1965,CHI2,vs,MTL3
21/03/1965,MTL5,vs,BOS2
24/03/1965,MTL2,vs,TOR3
27/03/1965,BOS6,vs,MTL2
28/03/1965,MTL5,vs,NYR3
23/10/1965,DET1,vs,MTL8
24/10/1965,MTL4,vs,NYR3
27/10/1965,NYR3,vs,MTL4
30/10/1965,CHI6,vs,MTL4
31/10/1965,MTL2,vs,DET2
4/11/1965,TOR1,vs,MTL5
6/11/1965,BOS3,vs,MTL1
7/11/1965,MTL5,vs,BOS2
10/11/1965,MTL3,vs,TOR3
13/11/1965,MTL5,vs,CHI2
14/11/1965,MTL2,vs,DET2
18/11/1965,TOR3,vs,MTL1
20/11/1965,NYR3,vs,MTL9
21/11/1965,MTL2,vs,BOS3
24/11/1965,MTL2,vs,TOR1
27/11/1965,DET2,vs,MTL3
28/11/1965,MTL2,vs,CHI1
4/12/1965,NYR3,vs,MTL4
5/12/1965,MTL4,vs,BOS4
8/12/1965,BOS3,vs,MTL8
11/12/1965,CHI1,vs,MTL2
12/12/1965,MTL5,vs,CHI3
16/12/1965,TOR3,vs,MTL2
18/12/1965,BOS1,vs,MTL2
19/12/1965,MTL2,vs,NYR3
25/12/1965,DET3,vs,MTL4
26/12/1965,MTL0,vs,DET1
29/12/1965,MTL2,vs,TOR3
01/01/1966,NYR1,vs,MTL5
02/01/1966,MTL6,vs,NYR3
05/01/1966,CHI4,vs,MTL2
08/01/1966,BOS0,vs,MTL6
09/01/1966,MTL2,vs,DET4
13/01/1966,TOR6,vs,MTL0
15/01/1966,CHI4,vs,MTL6
16/01/1966,MTL3,vs,BOS1
20/01/1966,MTL2,vs,DET5
22/01/1966,DET3,vs,MTL0
23/01/1966,MTL3,vs,CHI3
26/01/1966,CHI4,vs,MTL2
29/01/1966,NYR2,vs,MTL6
30/01/1966,MTL3,vs,BOS1
03/02/1966,TOR4,vs,MTL5
05/02/1966,DET2,vs,MTL2
06/02/1966,MTL4,vs,NYR0
10/02/1966,MTL0,vs,BOS2
12/02/1966,MTL2,vs,CHI2
13/02/1966,MTL4,vs,DET3
16/02/1966,MTL1,vs,TOR3
19/02/1966,CHI2,vs,MTL5
20/02/1966,MTL5,vs,NYR3
23/02/1966,BOS2,vs,MTL3
26/02/1966,NYR3,vs,MTL4
27/02/1966,MTL5,vs,DET3
02/03/1966,MTL3,vs,TOR3
03/03/1966,TOR4,vs,MTL0
05/03/1966,DET2,vs,MTL7
06/03/1966,MTL1,vs,CHI0
09/03/1966,BOS3,vs,MTL1
12/03/1966,DET1,vs,MTL4
13/03/1966,MTL2,vs,NYR3
16/03/1966,MTL7,vs,TOR2
19/03/1966,NYR2,vs,MTL6
20/03/1966,MTL2,vs,CHI4
24/03/1966,TOR2,vs,MTL0
26/03/1966,BOS2,vs,MTL5
27/03/1966,MTL3,vs,BOS1
30/03/1966,MTL3,vs,TOR1
02/04/1966,CHI3,vs,MTL8
03/04/1966,MTL4,vs,NYR1
22/10/1966,BOS1,vs,MTL3
23/10/1966,MTL3,vs,BOS2
26/10/1966,CHI5,vs,MTL3
29/10/1966,NYR0,vs,MTL3
2/11/1966,MTL2,vs,TOR2
5/11/1966,DET1,vs,MTL3
6/11/1966,MTL0,vs,DET6
9/11/1966,TOR3,vs,MTL2
12/11/1966,NYR6,vs,MTL3
13/11/1966,MTL1,vs,BOS2
19/11/1966,MTL1,vs,TOR5
20/11/1966,MTL2,vs,NYR1
22/11/1966,MTL3,vs,DET0
24/11/1966,MTL0,vs,CHI5
26/11/1966,DET1,vs,MTL3
30/11/1966,MTL2,vs,TOR3
3/12/1966,CHI1,vs,MTL3
4/12/1966,MTL3,vs,NYR1
7/12/1966,TOR3,vs,MTL6
10/12/1966,DET1,vs,MTL5
11/12/1966,MTL2,vs,NYR4
14/12/1966,MTL1,vs,CHI2
17/12/1966,CHI4,vs,MTL4
18/12/1966,MTL1,vs,BOS3
21/12/1966,TOR2,vs,MTL6
24/12/1966,NYR4,vs,MTL3
25/12/1966,MTL4,vs,DET0
28/12/1966,BOS1,vs,MTL1
31/12/1966,NYR0,vs,MTL3
01/01/1967,MTL1,vs,DET4
04/01/1967,MTL2,vs,CHI2
07/01/1967,DET3,vs,MTL4
08/01/1967,MTL1,vs,NYR2
11/01/1967,TOR2,vs,MTL1
14/01/1967,BOS5,vs,MTL4
15/01/1967,MTL3,vs,BOS1
21/01/1967,CHI3,vs,MTL3
22/01/1967,MTL1,vs,CHI4
25/01/1967,MTL3,vs,TOR1
26/01/1967,BOS4,vs,MTL1
28/01/1967,NYR2,vs,MTL3
29/01/1967,MTL3,vs,BOS2
01/02/1967,TOR1,vs,MTL7
04/02/1967,CHI3,vs,MTL3
05/02/1967,MTL1,vs,DET6
08/02/1967,MTL0,vs,CHI5
11/02/1967,MTL4,vs,BOS3
12/02/1967,MTL4,vs,NYR4
16/02/1967,BOS5,vs,MTL1
18/02/1967,DET2,vs,MTL3
19/02/1967,MTL1,vs,DET3
22/02/1967,MTL2,vs,TOR5
23/02/1967,BOS2,vs,MTL2
25/02/1967,NYR5,vs,MTL0
26/02/1967,MTL2,vs,CHI2
01/03/1967,TOR1,vs,MTL1
04/03/1967,DET2,vs,MTL6
05/03/1967,MTL2,vs,NYR0
08/03/1967,MTL4,vs,TOR6
11/03/1967,CHI3,vs,MTL3
12/03/1967,MTL2,vs,NYR2
15/03/1967,BOS2,vs,MTL11
18/03/1967,NYR2,vs,MTL4
19/03/1967,MTL4,vs,CHI4
22/03/1967,MTL5,vs,TOR3
25/03/1967,DET1,vs,MTL4
26/03/1967,MTL6,vs,BOS3
29/03/1967,TOR3,vs,MTL5
01/04/1967,CHI4,vs,MTL5
02/04/1967,MTL4,vs,DET2
11/10/1967,MTL2,vs,PIT1
14/10/1967,DET2,vs,MTL6
15/10/1967,MTL2,vs,BOS6
18/10/1967,MTL2,vs,NYR2
19/10/1967,TOR0,vs,MTL1
21/10/1967,BOS2,vs,MTL4
26/10/1967,NYR1,vs,MTL1
28/10/1967,STL1,vs,MTL4
1/11/1967,MTL0,vs,TOR5
4/11/1967,PHI4,vs,MTL1
5/11/1967,MTL1,vs,PHI1
8/11/1967,MTL2,vs,CHI3
11/11/1967,CHI3,vs,MTL3
12/11/1967,MTL1,vs,DET3
15/11/1967,MTL5,vs,MIN1
18/11/1967,MTL1,vs,OAK2
19/11/1967,MTL2,vs,LA4
22/11/1967,MTL3,vs,STL1
23/11/1967,MTL7,vs,CHI0
25/11/1967,BOS3,vs,MTL1
29/11/1967,MTL1,vs,TOR2
30/11/1967,MIN1,vs,MTL1
2/12/1967,LA3,vs,MTL2
3/12/1967,MTL3,vs,BOS5
7/12/1967,DET2,vs,MTL2
